id,name,semantic_name,description,alt_text,category_slug,category,source_slide,slide_order,primary_use_group,use_groups,tags,png_512
commerce-innovation-growth-038,Coins Dollar,coins-dollar,"Coin stack with dollar, representing savings, investment, revenue, or budget.",Coin stack with dollar.,commerce-innovation-growth,"Commerce, Innovation & Growth",5,38,business-finance,business-finance;digital-it-security;innovation-growth,budget;business-finance;coin;coins-dollar;commerce-innovation-growth;digital-it-security;dollar;innovation-growth;investment;or;representing;revenue;savings;stack;with,png/512/commerce-innovation-growth/commerce-innovation-growth-038.png
commerce-innovation-growth-039,Calendar Finance,calendar-finance,"Calendar with dollar, representing billing schedule, payroll date, or financial planning.",Calendar with dollar.,commerce-innovation-growth,"Commerce, Innovation & Growth",5,39,business-finance,business-finance;digital-it-security;innovation-growth;time-scheduling,billing;business-finance;calendar;calendar-finance;commerce-innovation-growth;date;digital-it-security;dollar;financial;innovation-growth;or;payroll;planning;representing;schedule;time-scheduling;with,png/512/commerce-innovation-growth/commerce-innovation-growth-039.png
commerce-innovation-growth-040,Bank Building,bank-building,"Bank building, representing banking, finance, institution, or treasury.",Bank building.,commerce-innovation-growth,"Commerce, Innovation & Growth",5,40,business-finance,business-finance;design-creative-assets;digital-it-security;facilities-workplace;innovation-growth,bank;bank-building;banking;building;business-finance;commerce-innovation-growth;design-creative-assets;digital-it-security;facilities-workplace;finance;innovation-growth;institution;or;representing;treasury,png/512/commerce-innovation-growth/commerce-innovation-growth-040.png
commerce-innovation-growth-041,Payment Card,payment-card,"Payment card, representing payment method, benefits card, or transaction.",Payment card.,commerce-innovation-growth,"Commerce, Innovation & Growth",5,41,business-finance,business-finance;digital-it-security;innovation-growth,benefits;business-finance;card;commerce-innovation-growth;digital-it-security;innovation-growth;method;or;payment;payment-card;representing;transaction,png/512/commerce-innovation-growth/commerce-innovation-growth-041.png
commerce-innovation-growth-042,Insurance Umbrella,insurance-umbrella,"Umbrella with dollar, representing insurance, protection, or financial coverage.",Umbrella with dollar.,commerce-innovation-growth,"Commerce, Innovation & Growth",5,42,business-finance,business-finance;digital-it-security;innovation-growth;safety-hse,business-finance;commerce-innovation-growth;coverage;digital-it-security;dollar;financial;innovation-growth;insurance;insurance-umbrella;or;protection;representing;safety-hse;umbrella;with,png/512/commerce-innovation-growth/commerce-innovation-growth-042.png
commerce-innovation-growth-043,Financial Segmentation,financial-segmentation,"Circular segments with dollar, representing budget allocation, portfolio, or cost distribution.",Circular segments with dollar.,commerce-innovation-growth,"Commerce, Innovation & Growth",5,43,business-finance,business-finance;digital-it-security;innovation-growth,allocation;budget;business-finance;circular;commerce-innovation-growth;cost;digital-it-security;distribution;dollar;financial-segmentation;innovation-growth;or;portfolio;representing;segments;with,png/512/commerce-innovation-growth/commerce-innovation-growth-043.png
commerce-innovation-growth-044,Binders Files,binders-files,"File binders, representing records, administration, documentation, or archives.",File binders.,commerce-innovation-growth,"Commerce, Innovation & Growth",5,44,documents-files-records,documents-files-records;innovation-growth,administration;archives;binders;binders-files;commerce-innovation-growth;documentation;documents-files-records;file;innovation-growth;or;records;representing,png/512/commerce-innovation-growth/commerce-innovation-growth-044.png
commerce-innovation-growth-045,Commerce Innovation Growth Icon 045,commerce-innovation-growth-icon-045,"Commerce, Innovation & Growth icon for commerce innovation growth icon 045: Commerce, growth, innovation, strategy, achievement, rewards, or business development icon.","Commerce, Innovation & Growth icon for commerce innovation growth icon 045: Commerce, growth, innovation, strategy, achievement, rewards, or business development icon.",commerce-innovation-growth,"Commerce, Innovation & Growth",5,45,business-finance,business-finance;innovation-growth;office-corporate;rewards-recognition,045;achievement;business;business-finance;commerce;commerce-innovation-growth;commerce-innovation-growth-icon-045;development;for;growth;icon;innovation;innovation-growth;office-corporate;or;rewards;rewards-recognition;strategy,png/512/commerce-innovation-growth/commerce-innovation-growth-045.png
commerce-innovation-growth-046,Commerce Innovation Growth Icon 046,commerce-innovation-growth-icon-046,"Commerce, Innovation & Growth icon for commerce innovation growth icon 046: Commerce, growth, innovation, strategy, achievement, rewards, or business development icon.","Commerce, Innovation & Growth icon for commerce innovation growth icon 046: Commerce, growth, innovation, strategy, achievement, rewards, or business development icon.",commerce-innovation-growth,"Commerce, Innovation & Growth",5,46,business-finance,business-finance;innovation-growth;office-corporate;rewards-recognition,046;achievement;business;business-finance;commerce;commerce-innovation-growth;commerce-innovation-growth-icon-046;development;for;growth;icon;innovation;innovation-growth;office-corporate;or;rewards;rewards-recognition;strategy,png/512/commerce-innovation-growth/commerce-innovation-growth-046.png
commerce-innovation-growth-047,Commerce Innovation Growth Icon 047,commerce-innovation-growth-icon-047,"Commerce, Innovation & Growth icon for commerce innovation growth icon 047: Commerce, growth, innovation, strategy, achievement, rewards, or business development icon.","Commerce, Innovation & Growth icon for commerce innovation growth icon 047: Commerce, growth, innovation, strategy, achievement, rewards, or business development icon.",commerce-innovation-growth,"Commerce, Innovation & Growth",5,47,business-finance,business-finance;innovation-growth;office-corporate;rewards-recognition,047;achievement;business;business-finance;commerce;commerce-innovation-growth;commerce-innovation-growth-icon-047;development;for;growth;icon;innovation;innovation-growth;office-corporate;or;rewards;rewards-recognition;strategy,png/512/commerce-innovation-growth/commerce-innovation-growth-047.png
commerce-innovation-growth-048,Commerce Innovation Growth Icon 048,commerce-innovation-growth-icon-048,"Commerce, Innovation & Growth icon for commerce innovation growth icon 048: Commerce, growth, innovation, strategy, achievement, rewards, or business development icon.","Commerce, Innovation & Growth icon for commerce innovation growth icon 048: Commerce, growth, innovation, strategy, achievement, rewards, or business development icon.",commerce-innovation-growth,"Commerce, Innovation & Growth",5,48,business-finance,business-finance;innovation-growth;office-corporate;rewards-recognition,048;achievement;business;business-finance;commerce;commerce-innovation-growth;commerce-innovation-growth-icon-048;development;for;growth;icon;innovation;innovation-growth;office-corporate;or;rewards;rewards-recognition;strategy,png/512/commerce-innovation-growth/commerce-innovation-growth-048.png
commerce-innovation-growth-049,Commerce Innovation Growth Icon 049,commerce-innovation-growth-icon-049,"Commerce, Innovation & Growth icon for commerce innovation growth icon 049: Commerce, growth, innovation, strategy, achievement, rewards, or business development icon.","Commerce, Innovation & Growth icon for commerce innovation growth icon 049: Commerce, growth, innovation, strategy, achievement, rewards, or business development icon.",commerce-innovation-growth,"Commerce, Innovation & Growth",5,49,business-finance,business-finance;innovation-growth;office-corporate;rewards-recognition,049;achievement;business;business-finance;commerce;commerce-innovation-growth;commerce-innovation-growth-icon-049;development;for;growth;icon;innovation;innovation-growth;office-corporate;or;rewards;rewards-recognition;strategy,png/512/commerce-innovation-growth/commerce-innovation-growth-049.png
commerce-innovation-growth-050,Commerce Innovation Growth Icon 050,commerce-innovation-growth-icon-050,"Commerce, Innovation & Growth icon for commerce innovation growth icon 050: Commerce, growth, innovation, strategy, achievement, rewards, or business development icon.","Commerce, Innovation & Growth icon for commerce innovation growth icon 050: Commerce, growth, innovation, strategy, achievement, rewards, or business development icon.",commerce-innovation-growth,"Commerce, Innovation & Growth",5,50,business-finance,business-finance;innovation-growth;office-corporate;rewards-recognition,050;achievement;business;business-finance;commerce;commerce-innovation-growth;commerce-innovation-growth-icon-050;development;for;growth;icon;innovation;innovation-growth;office-corporate;or;rewards;rewards-recognition;strategy,png/512/commerce-innovation-growth/commerce-innovation-growth-050.png
communication-hr-support-001,Contact Book,contact-book,"Contact book with person, representing contacts, directory, or candidate profile records.",Contact book with person.,communication-hr-support,"Communication, HR & Support",6,1,communication-support,communication-support;digital-it-security;documents-files-records;learning-education;people-hr-workforce;recruitment-talent,book;candidate;communication-hr-support;communication-support;contact;contact-book;contacts;digital-it-security;directory;documents-files-records;learning-education;or;people-hr-workforce;person;profile;records;recruitment-talent;representing;with,png/512/communication-hr-support/communication-hr-support-001.png
communication-hr-support-002,Phone Transfer,phone-transfer,"Phone handset with arrows, representing call transfer, communication flow, or contact routing.",Phone handset with arrows.,communication-hr-support,"Communication, HR & Support",6,2,communication-support,communication-support;digital-it-security;people-hr-workforce,arrows;call;communication;communication-hr-support;communication-support;contact;digital-it-security;flow;handset;or;people-hr-workforce;phone;phone-transfer;representing;routing;transfer;with,png/512/communication-hr-support/communication-hr-support-002.png
communication-hr-support-003,Employee Question,employee-question,"Person with question bubble, representing employee question, candidate inquiry, or support request.",Person with question bubble.,communication-hr-support,"Communication, HR & Support",6,3,communication-support,communication-support;design-creative-assets;digital-it-security;people-hr-workforce;recruitment-talent,bubble;candidate;communication-hr-support;communication-support;design-creative-assets;digital-it-security;employee;employee-question;inquiry;or;people-hr-workforce;person;question;recruitment-talent;representing;request;support;with,png/512/communication-hr-support/communication-hr-support-003.png
communication-hr-support-004,Profile Information,profile-information,"Profile card with info bubble, representing candidate information or employee profile details.",Profile card with info bubble.,communication-hr-support,"Communication, HR & Support",6,4,communication-support,communication-support;digital-it-security;documents-files-records;people-hr-workforce;recruitment-talent,bubble;candidate;card;communication-hr-support;communication-support;details;digital-it-security;documents-files-records;employee;info;information;or;people-hr-workforce;profile;profile-information;recruitment-talent;representing;with,png/512/communication-hr-support/communication-hr-support-004.png
communication-hr-support-005,Outbound Call,outbound-call,"Phone handset with arrow, representing outgoing call, outreach, or escalation.",Phone handset with arrow.,communication-hr-support,"Communication, HR & Support",6,5,communication-support,communication-support;digital-it-security;people-hr-workforce,arrow;call;communication-hr-support;communication-support;digital-it-security;escalation;handset;or;outbound-call;outgoing;outreach;people-hr-workforce;phone;representing;with,png/512/communication-hr-support/communication-hr-support-005.png
communication-hr-support-006,Document Email,document-email,"Document with envelope, representing email attachment, correspondence, or notification.",Document with envelope.,communication-hr-support,"Communication, HR & Support",6,6,communication-support,communication-support;digital-it-security;documents-files-records;marketing-seo-content;people-hr-workforce,attachment;communication-hr-support;communication-support;correspondence;digital-it-security;document;document-email;documents-files-records;email;envelope;marketing-seo-content;notification;or;people-hr-workforce;representing;with,png/512/communication-hr-support/communication-hr-support-006.png
communication-hr-support-007,Headset Sync,headset-sync,"Headset with circular arrows, representing support loop, call center, or service follow-up.",Headset with circular arrows.,communication-hr-support,"Communication, HR & Support",6,7,communication-support,communication-support;digital-it-security;people-hr-workforce,arrows;call;center;circular;communication-hr-support;communication-support;digital-it-security;follow;headset;headset-sync;loop;or;people-hr-workforce;representing;service;support;up;with,png/512/communication-hr-support/communication-hr-support-007.png
communication-hr-support-008,Address Book,address-book,"Address book with phone, representing contact directory, phone list, or HR records.",Address book with phone.,communication-hr-support,"Communication, HR & Support",6,8,communication-support,communication-support;digital-it-security;documents-files-records;learning-education;people-hr-workforce,address;address-book;book;communication-hr-support;communication-support;contact;digital-it-security;directory;documents-files-records;hr;learning-education;list;or;people-hr-workforce;phone;records;representing;with,png/512/communication-hr-support/communication-hr-support-008.png
communication-hr-support-009,Calendar Appointment,calendar-appointment,"Calendar with clock, representing appointments, interviews, or scheduled events.",Calendar with clock.,communication-hr-support,"Communication, HR & Support",6,9,communication-support,communication-support;digital-it-security;people-hr-workforce;recruitment-talent;time-scheduling,appointments;calendar;calendar-appointment;clock;communication-hr-support;communication-support;digital-it-security;events;interviews;or;people-hr-workforce;recruitment-talent;representing;scheduled;time-scheduling;with,png/512/communication-hr-support/communication-hr-support-009.png
communication-hr-support-010,Support Rating,support-rating,"Headset with star rating, representing service quality, support satisfaction, or candidate experience.",Headset with star rating.,communication-hr-support,"Communication, HR & Support",6,10,communication-support,communication-support;digital-it-security;people-hr-workforce;recruitment-talent;rewards-recognition,candidate;communication-hr-support;communication-support;digital-it-security;experience;headset;or;people-hr-workforce;quality;rating;recruitment-talent;representing;rewards-recognition;satisfaction;service;star;support;support-rating;with,png/512/communication-hr-support/communication-hr-support-010.png
communication-hr-support-011,Fax Machine,fax-machine,"Fax machine, representing office communication, forms, or legacy document transmission.",Fax machine.,communication-hr-support,"Communication, HR & Support",6,11,communication-support,communication-support;documents-files-records;facilities-workplace;people-hr-workforce,communication;communication-hr-support;communication-support;document;documents-files-records;facilities-workplace;fax;fax-machine;forms;legacy;machine;office;or;people-hr-workforce;representing;transmission,png/512/communication-hr-support/communication-hr-support-011.png
communication-hr-support-012,Checklist Pencil,checklist-pencil,"Checklist with pencil, representing tasks, application checklist, or service request tracking.",Checklist with pencil.,communication-hr-support,"Communication, HR & Support",6,12,communication-support,communication-support;design-creative-assets;digital-it-security;legal-compliance-governance;people-hr-workforce,application;checklist;checklist-pencil;communication-hr-support;communication-support;design-creative-assets;digital-it-security;legal-compliance-governance;or;pencil;people-hr-workforce;representing;request;service;tasks;tracking;with,png/512/communication-hr-support/communication-hr-support-012.png
communication-hr-support-013,Hand Watch,hand-watch,"Hand holding watch, representing timekeeping, response time, punctuality, or service timing.",Hand holding watch.,communication-hr-support,"Communication, HR & Support",6,13,communication-support,communication-support;digital-it-security;people-hr-workforce;time-scheduling,communication-hr-support;communication-support;digital-it-security;hand;hand-watch;holding;or;people-hr-workforce;punctuality;representing;response;service;time;time-scheduling;timekeeping;timing;watch,png/512/communication-hr-support/communication-hr-support-013.png
communication-hr-support-014,Group Chat,group-chat,"People with speech bubble, representing group discussion, meeting, or team communication.",People with speech bubble.,communication-hr-support,"Communication, HR & Support",6,14,communication-support,communication-support;digital-it-security;people-hr-workforce,bubble;communication;communication-hr-support;communication-support;digital-it-security;discussion;group;group-chat;meeting;or;people;people-hr-workforce;representing;speech;team;with,png/512/communication-hr-support/communication-hr-support-014.png
communication-hr-support-015,Email Question,email-question,"Envelope with question mark, representing inquiry email, help request, or candidate question.",Envelope with question mark.,communication-hr-support,"Communication, HR & Support",6,15,communication-support,communication-support;design-creative-assets;digital-it-security;marketing-seo-content;people-hr-workforce;recruitment-talent,candidate;communication-hr-support;communication-support;design-creative-assets;digital-it-security;email;email-question;envelope;help;inquiry;mark;marketing-seo-content;or;people-hr-workforce;question;recruitment-talent;representing;request;with,png/512/communication-hr-support/communication-hr-support-015.png
communication-hr-support-016,Chat Bubbles,chat-bubbles,"Two chat bubbles, representing messaging, conversation, or support dialogue.",Two chat bubbles.,communication-hr-support,"Communication, HR & Support",6,16,communication-support,communication-support;people-hr-workforce,bubbles;chat;chat-bubbles;communication-hr-support;communication-support;conversation;dialogue;messaging;or;people-hr-workforce;representing;support;two,png/512/communication-hr-support/communication-hr-support-016.png
communication-hr-support-017,Chat Settings,chat-settings,"Chat bubble with gear, representing support configuration, chatbot setup, or service process.",Chat bubble with gear.,communication-hr-support,"Communication, HR & Support",6,17,communication-support,communication-support;digital-it-security;people-hr-workforce,bubble;chat;chat-settings;chatbot;communication-hr-support;communication-support;configuration;digital-it-security;gear;or;people-hr-workforce;process;representing;service;setup;support;with,png/512/communication-hr-support/communication-hr-support-017.png
communication-hr-support-018,Document Maintenance,document-maintenance,"Document with wrench, representing support ticket, repair request, or issue resolution.",Document with wrench.,communication-hr-support,"Communication, HR & Support",6,18,communication-support,communication-support;digital-it-security;documents-files-records;people-hr-workforce,communication-hr-support;communication-support;digital-it-security;document;document-maintenance;documents-files-records;issue;or;people-hr-workforce;repair;representing;request;resolution;support;ticket;with;wrench,png/512/communication-hr-support/communication-hr-support-018.png
communication-hr-support-019,Question Search,question-search,"Magnifying glass with question mark, representing help search, FAQ lookup, or investigation.",Magnifying glass with question mark.,communication-hr-support,"Communication, HR & Support",6,19,communication-support,communication-support;digital-it-security;people-hr-workforce,communication-hr-support;communication-support;digital-it-security;faq;glass;help;investigation;lookup;magnifying;mark;or;people-hr-workforce;question;question-search;representing;search;with,png/512/communication-hr-support/communication-hr-support-019.png
communication-hr-support-020,Support Desk Time,support-desk-time,"Support person with clock, representing helpdesk timing, appointment, or SLA support.",Support person with clock.,communication-hr-support,"Communication, HR & Support",6,20,communication-support,communication-support;digital-it-security;facilities-workplace;people-hr-workforce;time-scheduling,appointment;clock;communication-hr-support;communication-support;digital-it-security;facilities-workplace;helpdesk;or;people-hr-workforce;person;representing;sla;support;support-desk-time;time-scheduling;timing;with,png/512/communication-hr-support/communication-hr-support-020.png
communication-hr-support-021,Access Key,access-key,"Key, representing access, permission, login, or security credential.",Key.,communication-hr-support,"Communication, HR & Support",6,21,communication-support,communication-support;digital-it-security;legal-compliance-governance;people-hr-workforce;safety-hse,access;access-key;communication-hr-support;communication-support;credential;digital-it-security;key;legal-compliance-governance;login;or;people-hr-workforce;permission;representing;safety-hse;security,png/512/communication-hr-support/communication-hr-support-021.png
communication-hr-support-022,Mailbox,mailbox,"Mailbox, representing mail delivery, inbox, or postal communication.",Mailbox.,communication-hr-support,"Communication, HR & Support",6,22,communication-support,communication-support;logistics-transport;people-hr-workforce,communication;communication-hr-support;communication-support;delivery;inbox;logistics-transport;mail;mailbox;or;people-hr-workforce;postal;representing,png/512/communication-hr-support/communication-hr-support-022.png
communication-hr-support-023,Translation Chat,translation-chat,"Translation speech bubbles, representing language support, localization, or multilingual communication.",Translation speech bubbles.,communication-hr-support,"Communication, HR & Support",6,23,communication-support,communication-support;people-hr-workforce,bubbles;communication;communication-hr-support;communication-support;language;localization;multilingual;or;people-hr-workforce;representing;speech;support;translation;translation-chat,png/512/communication-hr-support/communication-hr-support-023.png
communication-hr-support-024,Qa Chat,qa-chat,"Question and check speech bubbles, representing Q&A, resolved inquiry, or verified answer.",Question and check speech bubbles.,communication-hr-support,"Communication, HR & Support",6,24,communication-support,communication-support;design-creative-assets;legal-compliance-governance;people-hr-workforce,a;and;answer;bubbles;check;communication-hr-support;communication-support;design-creative-assets;inquiry;legal-compliance-governance;or;people-hr-workforce;q;qa-chat;question;representing;resolved;speech;verified,png/512/communication-hr-support/communication-hr-support-024.png
communication-hr-support-025,Information Circle,information-circle,"Information symbol, representing help, guidance, or general information.",Information symbol.,communication-hr-support,"Communication, HR & Support",6,25,communication-support,communication-support;design-creative-assets;documents-files-records;people-hr-workforce,communication-hr-support;communication-support;design-creative-assets;documents-files-records;general;guidance;help;information;information-circle;or;people-hr-workforce;representing;symbol,png/512/communication-hr-support/communication-hr-support-025.png
communication-hr-support-026,Phone Call,phone-call,"Phone call bubble, representing voice call, contact, or hotline.",Phone call bubble.,communication-hr-support,"Communication, HR & Support",6,26,communication-support,communication-support;people-hr-workforce,bubble;call;communication-hr-support;communication-support;contact;hotline;or;people-hr-workforce;phone;phone-call;representing;voice,png/512/communication-hr-support/communication-hr-support-026.png
communication-hr-support-027,Mobile Sync,mobile-sync,"Two mobile devices with arrows, representing device sync, mobile transfer, or app connection.",Two mobile devices with arrows.,communication-hr-support,"Communication, HR & Support",6,27,communication-support,communication-support;digital-it-security;people-hr-workforce,app;arrows;communication-hr-support;communication-support;connection;device;devices;digital-it-security;mobile;mobile-sync;or;people-hr-workforce;representing;sync;transfer;two;with,png/512/communication-hr-support/communication-hr-support-027.png
communication-hr-support-028,Info Location Pin,info-location-pin,"Location pin with info symbol, representing information point, branch location, or service location.",Location pin with info symbol.,communication-hr-support,"Communication, HR & Support",6,28,communication-support,communication-support;digital-it-security;documents-files-records;people-hr-workforce,branch;communication-hr-support;communication-support;digital-it-security;documents-files-records;info;info-location-pin;information;location;or;people-hr-workforce;pin;point;representing;service;symbol;with,png/512/communication-hr-support/communication-hr-support-028.png
communication-hr-support-029,Question Mark,question-mark,"Question mark in circle, representing help, FAQ, or uncertainty.",Question mark in circle.,communication-hr-support,"Communication, HR & Support",6,29,communication-support,communication-support;people-hr-workforce,circle;communication-hr-support;communication-support;faq;help;in;mark;or;people-hr-workforce;question;question-mark;representing;uncertainty,png/512/communication-hr-support/communication-hr-support-029.png
communication-hr-support-030,Megaphone Announcement,megaphone-announcement,"Megaphone, representing announcement, broadcast, or public communication.",Megaphone.,communication-hr-support,"Communication, HR & Support",6,30,communication-support,communication-support;marketing-seo-content;people-hr-workforce,announcement;broadcast;communication;communication-hr-support;communication-support;marketing-seo-content;megaphone;megaphone-announcement;or;people-hr-workforce;public;representing,png/512/communication-hr-support/communication-hr-support-030.png
communication-hr-support-031,Support 24 Hours,support-24-hours,"24-hour support cycle, representing always-on support, service availability, or round-the-clock help.",24-hour support cycle.,communication-hr-support,"Communication, HR & Support",6,31,communication-support,communication-support;digital-it-security;learning-education;people-hr-workforce;time-scheduling,24;always;availability;clock;communication-hr-support;communication-support;cycle;digital-it-security;help;hour;learning-education;on;or;people-hr-workforce;representing;round;service;support;support-24-hours;the;time-scheduling,png/512/communication-hr-support/communication-hr-support-031.png
communication-hr-support-032,Global Support Network,global-support-network,"Globe with connected nodes and location pin, representing global support network or connected services.",Globe with connected nodes and location pin.,communication-hr-support,"Communication, HR & Support",6,32,communication-support,communication-support;digital-it-security;people-hr-workforce,and;communication-hr-support;communication-support;connected;digital-it-security;global;global-support-network;globe;location;network;nodes;or;people-hr-workforce;pin;representing;services;support;with,png/512/communication-hr-support/communication-hr-support-032.png
communication-hr-support-033,Helpdesk Headset,helpdesk-headset,"Headset with info, representing helpdesk, customer support, or HR service center.",Headset with info.,communication-hr-support,"Communication, HR & Support",6,33,communication-support,communication-support;digital-it-security;facilities-workplace;people-hr-workforce,center;communication-hr-support;communication-support;customer;digital-it-security;facilities-workplace;headset;helpdesk;helpdesk-headset;hr;info;or;people-hr-workforce;representing;service;support;with,png/512/communication-hr-support/communication-hr-support-033.png
communication-hr-support-034,Clock Time,clock-time,"Clock, representing time, schedule, deadlines, or response time.",Clock.,communication-hr-support,"Communication, HR & Support",6,34,communication-support,communication-support;people-hr-workforce;time-scheduling,clock;clock-time;communication-hr-support;communication-support;deadlines;or;people-hr-workforce;representing;response;schedule;time;time-scheduling,png/512/communication-hr-support/communication-hr-support-034.png
communication-hr-support-035,Tools Support,tools-support,"Wrench and screwdriver, representing technical support, maintenance, or troubleshooting.",Wrench and screwdriver.,communication-hr-support,"Communication, HR & Support",6,35,communication-support,communication-support;people-hr-workforce,and;communication-hr-support;communication-support;maintenance;or;people-hr-workforce;representing;screwdriver;support;technical;tools-support;troubleshooting;wrench,png/512/communication-hr-support/communication-hr-support-035.png
communication-hr-support-036,Communication Hr Support Icon 036,communication-hr-support-icon-036,"Communication, HR & Support icon for communication hr support icon 036: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 036: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,36,communication-support,communication-support;people-hr-workforce,036;communication;communication-hr-support;communication-hr-support-icon-036;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-036.png
communication-hr-support-037,Communication Hr Support Icon 037,communication-hr-support-icon-037,"Communication, HR & Support icon for communication hr support icon 037: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 037: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,37,communication-support,communication-support;people-hr-workforce,037;communication;communication-hr-support;communication-hr-support-icon-037;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-037.png
communication-hr-support-038,Communication Hr Support Icon 038,communication-hr-support-icon-038,"Communication, HR & Support icon for communication hr support icon 038: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 038: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,38,communication-support,communication-support;people-hr-workforce,038;communication;communication-hr-support;communication-hr-support-icon-038;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-038.png
communication-hr-support-039,Communication Hr Support Icon 039,communication-hr-support-icon-039,"Communication, HR & Support icon for communication hr support icon 039: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 039: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,39,communication-support,communication-support;people-hr-workforce,039;communication;communication-hr-support;communication-hr-support-icon-039;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-039.png
communication-hr-support-040,Communication Hr Support Icon 040,communication-hr-support-icon-040,"Communication, HR & Support icon for communication hr support icon 040: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 040: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,40,communication-support,communication-support;people-hr-workforce,040;communication;communication-hr-support;communication-hr-support-icon-040;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-040.png
communication-hr-support-041,Communication Hr Support Icon 041,communication-hr-support-icon-041,"Communication, HR & Support icon for communication hr support icon 041: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 041: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,41,communication-support,communication-support;people-hr-workforce,041;communication;communication-hr-support;communication-hr-support-icon-041;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-041.png
communication-hr-support-042,Communication Hr Support Icon 042,communication-hr-support-icon-042,"Communication, HR & Support icon for communication hr support icon 042: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 042: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,42,communication-support,communication-support;people-hr-workforce,042;communication;communication-hr-support;communication-hr-support-icon-042;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-042.png
communication-hr-support-043,Communication Hr Support Icon 043,communication-hr-support-icon-043,"Communication, HR & Support icon for communication hr support icon 043: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 043: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,43,communication-support,communication-support;people-hr-workforce,043;communication;communication-hr-support;communication-hr-support-icon-043;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-043.png
communication-hr-support-044,Communication Hr Support Icon 044,communication-hr-support-icon-044,"Communication, HR & Support icon for communication hr support icon 044: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 044: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,44,communication-support,communication-support;people-hr-workforce,044;communication;communication-hr-support;communication-hr-support-icon-044;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-044.png
communication-hr-support-045,Communication Hr Support Icon 045,communication-hr-support-icon-045,"Communication, HR & Support icon for communication hr support icon 045: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.","Communication, HR & Support icon for communication hr support icon 045: Communication, HR, service, support, helpdesk, message, employee engagement, or contact icon.",communication-hr-support,"Communication, HR & Support",6,45,communication-support,communication-support;people-hr-workforce,045;communication;communication-hr-support;communication-hr-support-icon-045;communication-support;contact;employee;engagement;for;helpdesk;hr;icon;message;or;people-hr-workforce;service;support,png/512/communication-hr-support/communication-hr-support-045.png
